rank,finalWorth (million dollars),category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,birthYear,birthMonth,birthDay
165,"$10,600.00",Food & Beverage,Marcel Herrmann Telles,73,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,TRUE,U,M,Telles,Marcel Herrmann,,1950,1,1
167,"$10,500.00",Finance & Investments,Suleiman Kerimov & family,57,Russia,Moscow,Gold,Finance & Investments,Russia,TRUE,U,M,Kerimov & family,Suleiman,,1966,3,12
167,"$10,500.00",Fashion & Retail,Sky Xu,39,China,Guangzhou,E-commerce,Fashion & Retail,China,TRUE,U,M,Xu,Sky,,1984,1,1
167,"$10,500.00",Finance & Investments,Changpeng Zhao,45,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,TRUE,D,M,Zhao,Changpeng,,1977,9,10
170,"$10,300.00",Finance & Investments,Andrew Beal,70,United States,Dallas,"Banks, real estate",Finance & Investments,United States,TRUE,U,M,Beal,Andrew,,1952,11,29
171,"$10,200.00",Technology,Mike Cannon-Brookes,43,Australia,Sydney,Software,Technology,Australia,TRUE,D,M,Cannon-Brookes,Mike,,1979,11,17
171,"$10,200.00",Healthcare,Carl Cook,60,United States,Bloomington,Medical devices,Healthcare,United States,FALSE,D,M,Cook,Carl,,1962,8,19
171,"$10,200.00",Technology,David Duffield,82,United States,Incline Village,Business software,Technology,United States,TRUE,D,M,Duffield,David,Chairman and Cofounder,1940,9,21
171,"$10,200.00",Energy,Jeffery Hildebrand,64,United States,Houston,Oil,Energy,United States,TRUE,U,M,Hildebrand,Jeffery,,1959,3,5
171,"$10,200.00",Manufacturing,Viktor Rashnikov,74,Russia,Magnitogorsk,Steel,Manufacturing,Russia,TRUE,U,M,Rashnikov,Viktor,,1948,10,13
171,"$10,200.00",Technology,Eduardo Saverin,41,Singapore,Singapore,Facebook,Technology,Brazil,TRUE,D,M,Saverin,Eduardo,Investor,1982,3,19
171,"$10,200.00",Automotive,Georg Schaeffler,58,Germany,Herzogenaurach,Auto parts,Automotive,Germany,FALSE,U,M,Schaeffler,Georg,,1964,10,19
171,"$10,200.00",Fashion & Retail,Christy Walton,74,United States,Jackson,Walmart,Fashion & Retail,United States,FALSE,U,F,Walton,Christy,,1949,2,8
179,"$10,100.00",Technology,Scott Farquhar,43,Australia,Sydney,Software,Technology,Australia,TRUE,D,M,Farquhar,Scott,,1979,12,17
179,"$10,100.00",Diversified,Quek Leng Chan,81,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,FALSE,D,M,Quek,Leng Chan,,1941,8,12
179,"$10,100.00",Real Estate,Wu Yajun,59,China,Beijing,Real estate,Real Estate,China,TRUE,D,F,Wu,Yajun,,1964,1,1
182,"$10,000.00",Energy,Autry Stephens,85,United States,Midland,Oil,Energy,United States,TRUE,U,M,Stephens,Autry,,1938,3,8
183,"$9,900.00",Service,Liu Yongxing,74,China,Shanghai,Diversified,Service,China,TRUE,D,M,Liu,Yongxing,Chairman,1948,6,1
184,"$9,800.00",Diversified,Vinod Adani,74,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,Cyprus,TRUE,Split Family Fortune,M,Adani,Vinod,,1949,1,10
184,"$9,800.00",Fashion & Retail,Nicolas Puech,80,Switzerland,Martigny,Hermes,Fashion & Retail,France,FALSE,U,M,Puech,Nicolas,,1943,1,29
184,"$9,800.00",Logistics,"Jacques Saadé, Jr.",51,France,Marseille,Shipping,Logistics,France,FALSE,Split Family Fortune,M,Saadé,Jacques,,1971,8,10
184,"$9,800.00",Logistics,Rodolphe Saadé,53,France,Marseille,Shipping,Logistics,France,FALSE,Split Family Fortune,M,Saadé,Rodolphe,Chairman and CEO,1970,3,3
184,"$9,800.00",Logistics,Tanya Saadé Zeenny,55,France,Marseille,Shipping,Logistics,France,FALSE,Split Family Fortune,F,Saadé Zeenny,Tanya,,1968,2,1
184,"$9,800.00",Finance & Investments,Melker Schorling & family,75,Sweden,Stockholm,Investments,Finance & Investments,Sweden,TRUE,D,M,Schorling,Melker,,1947,5,15
190,"$9,700.00",Manufacturing,Andrei Guriev & family,63,Russia,Moscow,Fertilizers,Manufacturing,Russia,TRUE,U,M,Guriev & family,Andrei,,1960,3,24
190,"$9,700.00",Finance & Investments,Michael Kim,59,South Korea,Seoul,Private equity,Finance & Investments,United States,TRUE,U,M,Kim,Michael,,1963,10,1
190,"$9,700.00",Technology,Lei Jun,53,China,Beijing,Smartphones,Technology,China,TRUE,D,M,Lei,Jun,Founder and CEO,1969,12,16
190,"$9,700.00",Manufacturing,Friedhelm Loh,76,Germany,Haiger,Manufacturing,Manufacturing,Germany,FALSE,U,M,Loh,Friedhelm,,1946,8,15
190,"$9,700.00",Healthcare,Sun Piaoyang,64,China,Lianyungang,Pharmaceuticals,Healthcare,China,TRUE,D,M,Sun,Piaoyang,,1958,9,1
195,"$9,600.00",Technology,Rick Cohen & family,70,United States,Keene,Warehouse automation,Technology,United States,FALSE,N,M,Cohen,Rick,Entrepreneur,1952,7,25
195,"$9,600.00",Energy,Jin Baofang,70,China,Xingtai,Solar panels,Energy,China,TRUE,D,M,Jin,Baofang,,1952,9,1
195,"$9,600.00",Manufacturing,Luo Liguo & family,67,China,Ningbo,Chemicals,Manufacturing,China,TRUE,D,M,Luo,Liguo,,1956,3,1
195,"$9,600.00",Food & Beverage,Marijke Mars,58,United States,Los Angeles,"Candy, pet food",Food & Beverage,United States,FALSE,U,F,Mars,Marijke,,1964,7,28
195,"$9,600.00",Food & Beverage,Pamela Mars,62,United States,Alexandria,"Candy, pet food",Food & Beverage,United States,FALSE,U,F,Mars,Pamela,,1960,8,1
195,"$9,600.00",Food & Beverage,Valerie Mars,64,United States,New York,"Candy, pet food",Food & Beverage,United States,FALSE,U,F,Mars,Valerie,,1959,1,26
195,"$9,600.00",Food & Beverage,Victoria Mars,66,United States,Philadelphia,"Candy, pet food",Food & Beverage,United States,FALSE,U,F,Mars,Victoria,,1956,12,15
202,"$9,500.00",Finance & Investments,Vincent Bolloré & family,71,France,Paris,Investments,Finance & Investments,France,FALSE,U,M,Bolloré,Vincent,,1952,4,1
202,"$9,500.00",Diversified,Jim Pattison,94,Canada,Vancouver,Diversified,Diversified,Canada,TRUE,D,M,Pattison,Jim,"Founder, Chairman and CEO",1928,10,1
204,"$9,400.00",Healthcare,Ernesto Bertarelli,57,Switzerland,Gstaad,"Biotech, investments",Healthcare,Switzerland,FALSE,U,M,Bertarelli,Ernesto,,1965,9,22
204,"$9,400.00",Technology,Wang Xing,44,China,Beijing,Food delivery,Technology,China,TRUE,D,M,Wang,Xing,,1979,2,18
206,"$9,300.00",Technology,Brian Chesky,41,United States,San Francisco,Airbnb,Technology,United States,TRUE,D,M,Chesky,Brian,CEO and Cofounder,1981,8,29
206,"$9,300.00",Manufacturing,James Dyson,75,United Kingdom,Gloucestershire,Vacuums,Manufacturing,United Kingdom,TRUE,U,M,Dyson,James,,1947,5,2
208,"$9,200.00",Diversified,Roman Abramovich & family,56,Russia,Moscow,"Steel, investments",Diversified,Russia,TRUE,U,M,Abramovich,Roman,,1966,10,24
208,"$9,200.00",Diversified,Antonia Ax:son Johnson & family,79,Sweden,Stockholm,Diversified,Diversified,Sweden,FALSE,U,F,Ax:son Johnson,Antonia,,1943,9,6
208,"$9,200.00",Energy,Daniel Kretinsky,47,Czech Republic,Prague,"Energy, investments",Energy,Czech Republic,TRUE,U,M,Kretinsky,Daniel,,1975,7,9
208,"$9,200.00",Media & Entertainment,John Malone,82,United States,Elizabeth,Cable television,Media & Entertainment,United States,TRUE,U,M,Malone,John,,1941,3,7
208,"$9,200.00",Technology,Azim Premji,77,India,Bangalore,Software services,Technology,India,FALSE,D,M,Premji,Azim,Founder Chairman,1945,7,24
208,"$9,200.00",Finance & Investments,Charles Schwab,85,United States,Woodside,Discount brokerage,Finance & Investments,United States,TRUE,D,M,Schwab,Charles,Investor,1937,7,29
208,"$9,200.00",Fashion & Retail,Eric Smidt,63,United States,Beverly Hills,Hardware stores,Fashion & Retail,United States,TRUE,U,M,Smidt,Eric,,1960,1,1
215,"$9,000.00",Technology,David Cheriton,72,United States,Palo Alto,Google,Technology,Canada,TRUE,D,M,Cheriton,David,Professor,1951,3,29
215,"$9,000.00",Metals & Mining,Ivan Glasenberg,66,Switzerland,Ruschlikon,Mining,Metals & Mining,Switzerland,TRUE,D,M,Glasenberg,Ivan,,1957,1,7
215,"$9,000.00",Real Estate,Alexander Otto,55,Germany,Hamburg,Real estate,Real Estate,Germany,FALSE,D,M,Otto,Alexander,,1967,7,7
215,"$9,000.00",Food & Beverage,Anthony von Mandl,73,Canada,Vancouver,Alcoholic beverages,Food & Beverage,Canada,TRUE,U,M,von Mandl,Anthony,,1950,3,10
215,"$9,000.00",Manufacturing,Wang Liping & family,57,China,Changzhou,Hydraulic machinery,Manufacturing,China,TRUE,U,M,Wang,Liping,,1966,2,24
220,"$8,900.00",Food & Beverage,Finn Rausing,68,United Kingdom,London,Packaging,Food & Beverage,Sweden,FALSE,D,M,Rausing,Finn,,1955,1,1
220,"$8,900.00",Food & Beverage,Jorn Rausing,63,United Kingdom,Surrey,Packaging,Food & Beverage,Sweden,FALSE,D,M,Rausing,Jorn,,1960,1,1
220,"$8,900.00",Food & Beverage,Kirsten Rausing,70,United Kingdom,Newmarket,Packaging,Food & Beverage,Sweden,FALSE,D,F,Rausing,Kirsten,,1952,6,6
223,"$8,800.00",Fashion & Retail,Tatyana Bakalchuk,47,Russia,Moscow region,Ecommerce,Fashion & Retail,Russia,TRUE,U,F,Bakalchuk,Tatyana,,1975,10,16
223,"$8,800.00",Technology,John Doerr,71,United States,Woodside,Venture capital,Technology,United States,TRUE,D,M,Doerr,John,Investor,1951,6,29
223,"$8,800.00",Technology,Richard Liu,49,China,Beijing,E-commerce,Technology,China,TRUE,D,M,Liu,Richard,,1974,3,10
223,"$8,800.00",Technology,Dustin Moskovitz,38,United States,San Francisco,Facebook,Technology,United States,TRUE,D,M,Moskovitz,Dustin,Cofounder,1984,5,22
223,"$8,800.00",Technology,Pierre Omidyar,55,United States,Honolulu,"EBay, PayPal",Technology,United States,TRUE,D,M,Omidyar,Pierre,Founder,1967,6,21
223,"$8,800.00",Energy,Pei Zhenhua,64,China,Ningde,Batteries,Energy,China,TRUE,D,M,Pei,Zhenhua,,1959,1,1
223,"$8,800.00",Energy,Carrie Perrodo & family,72,United Kingdom,London,Oil,Energy,France,FALSE,U,F,Perrodo,Carrie,Philanthropist,1951,1,1
230,"$8,700.00",Manufacturing,Chen Jianhua,52,China,Wujiang,Chemicals,Manufacturing,China,TRUE,U,M,Chen,Jianhua,,1971,1,1
230,"$8,700.00",Fashion & Retail,Michael Otto,79,Germany,Hamburg,"Retail, real estate",Fashion & Retail,Germany,FALSE,D,M,Otto,Michael,,1943,4,12
232,"$8,600.00",Finance & Investments,Leon Black,71,United States,New York,Private equity,Finance & Investments,United States,TRUE,D,M,Black,Leon,,1951,7,31
232,"$8,600.00",Finance & Investments,Graeme Hart,67,New Zealand,Auckland,Investments,Finance & Investments,New Zealand,TRUE,D,M,Hart,Graeme,,1955,6,6
232,"$8,600.00",Food & Beverage,Ravi Jaipuria,68,India,Delhi,"Soft drinks, fast food",Food & Beverage,India,FALSE,U,M,Jaipuria,Ravi,,1954,11,28
232,"$8,600.00",Technology,Hasso Plattner & family,79,Germany,Heidelberg,Software,Technology,Germany,TRUE,U,M,Plattner,Hasso,,1944,1,21
232,"$8,600.00",Food & Beverage,Carlos Alberto Sicupira & family,75,Switzerland,St. Gallen,Beer,Food & Beverage,Brazil,TRUE,U,M,Sicupira,Carlos Alberto,,1948,1,1
232,"$8,600.00",Real Estate,Manuel Villar,73,Philippines,Manila,Real estate,Real Estate,Philippines,TRUE,U,M,Villar,Manuel,,1949,12,13
232,"$8,600.00",Technology,Andreas von Bechtolsheim & family,67,United States,Palo Alto,Google,Technology,Germany,TRUE,D,M,von Bechtolsheim,Andreas,"Cofounder, Chief Development Officer and Chairman",1955,9,30
239,"$8,500.00",Finance & Investments,"Chase Coleman, III.",47,United States,New York,Investments,Finance & Investments,United States,TRUE,D,M,Coleman,Chase,Investor,1975,6,21
239,"$8,500.00",Fashion & Retail,Ann Walton Kroenke,74,United States,Electra,Walmart,Fashion & Retail,United States,FALSE,D,F,Kroenke,Ann Walton,,1948,12,18
239,"$8,500.00",Manufacturing,Li Zhenguo & family,55,China,Xi'an,Solar wafers and modules,Manufacturing,China,TRUE,D,M,Li,Zhenguo,,1968,1,1
242,"$8,400.00",Media & Entertainment,Jim Kennedy,75,United States,Atlanta,"Media, automotive",Media & Entertainment,United States,FALSE,U,M,Kennedy,Jim,Chairman Emeritus,1947,11,29
242,"$8,400.00",Metals & Mining,Nicky Oppenheimer & family,77,South Africa,Johannesburg,Diamonds,Metals & Mining,South Africa,FALSE,D,M,Oppenheimer,Nicky,,1945,6,8
242,"$8,400.00",Media & Entertainment,Blair Parry-Okeden,72,Australia,New South Wales,"Media, automotive",Media & Entertainment,United States,FALSE,U,F,Parry-Okeden,Blair,,1950,5,21
242,"$8,400.00",Metals & Mining,Zheng Shuliang & family,77,China,Binzhou,Aluminum products,Metals & Mining,China,FALSE,D,F,Zheng,Shuliang,,1946,1,1
246,"$8,300.00",Fashion & Retail,John Morris,75,United States,Springfield,Sporting goods retail,Fashion & Retail,United States,TRUE,U,M,Morris,John,,1948,3,19
246,"$8,300.00",Fashion & Retail,Stefano Pessina,81,Monaco,Monte Carlo,Drugstores,Fashion & Retail,Monaco,FALSE,D,M,Pessina,Stefano,,1941,6,4
246,"$8,300.00",Finance & Investments,Francine von Finck & family,,Switzerland,Thurgau,Investments,Finance & Investments,Germany,FALSE,D,F,von Finck,Francine,,,,
249,"$8,200.00",Real Estate,Francis Choi,75,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,TRUE,U,M,Choi,Francis,,1947,9,18
249,"$8,200.00",Energy,German Khan,61,Russia,Moscow,"Oil, banking, telecom",Energy,Russia,TRUE,U,M,Khan,German,,1961,10,24
249,"$8,200.00",Diversified,Abdulsamad Rabiu,62,Nigeria,Lagos,"Cement, sugar",Diversified,Nigeria,FALSE,U,M,Rabiu,Abdulsamad,,1960,8,4
249,"$8,200.00",Finance & Investments,George Roberts,79,United States,Atherton,Private equity,Finance & Investments,United States,TRUE,U,M,Roberts,George,,1943,9,14
249,"$8,200.00",Real Estate,Kushal Pal Singh,91,India,Delhi,Real estate,Real Estate,India,FALSE,D,M,Singh,Kushal Pal,,1931,8,15
249,"$8,200.00",Real Estate,Wang Jianlin,68,China,Beijing,Real estate,Real Estate,China,TRUE,D,M,Wang,Jianlin,Chairman,1954,10,1
249,"$8,200.00",Real Estate,Yang Huiyan & family,41,China,Foshan,Real estate,Real Estate,China,FALSE,D,F,Yang,Huiyan,,1981,9,27
256,"$8,100.00",Diversified,Laurent Dassault,69,France,Paris,Diversified,Diversified,France,FALSE,D,M,Dassault,Laurent,,1953,7,7
256,"$8,100.00",Diversified,Thierry Dassault,66,France,Paris,Diversified,Diversified,France,FALSE,D,M,Dassault,Thierry,,1957,3,26
256,"$8,100.00",Food & Beverage,Tilman Fertitta,65,United States,Houston,"Houston Rockets, entertainment",Food & Beverage,United States,TRUE,U,M,Fertitta,Tilman,Chairman and CEO,1957,6,25
256,"$8,100.00",Diversified,Marie-Hélène Habert-Dassault,58,France,Paris,Diversified,Diversified,France,FALSE,D,F,Habert-Dassault,Marie-Hélène,,1965,4,4
256,"$8,100.00",Gambling & Casinos,Karel Komarek,54,Switzerland,Verbier,"Oil and gas, IT, lotteries",Gambling & Casinos,Czech Republic,TRUE,U,M,Komarek,Karel,,1969,3,15
261,"$8,000.00",Technology,Nathan Blecharczyk,39,United States,San Francisco,Airbnb,Technology,United States,TRUE,D,M,Blecharczyk,Nathan,,1983,6,11
261,"$8,000.00",Energy,Leonid Fedun,66,Russia,Moscow,Oil,Energy,Russia,TRUE,U,M,Fedun,Leonid,,1956,4,5
261,"$8,000.00",Fashion & Retail,Bernard Marcus,93,United States,Atlanta,Home Depot,Fashion & Retail,United States,TRUE,D,M,Marcus,Bernard,"Co-founder, ex chairman of the board",1929,5,12
261,"$8,000.00",Finance & Investments,Patrick Ryan,85,United States,Winnetka,Insurance,Finance & Investments,United States,TRUE,E,M,Ryan,Patrick,Chairman and CEO,1937,5,15
261,"$8,000.00",Finance & Investments,Robert F. Smith,60,United States,Austin,Private equity,Finance & Investments,United States,TRUE,U,M,Smith,Robert F.,Investor,1962,12,1
261,"$8,000.00",Metals & Mining,Pavel Tykac,58,Czech Republic,Prague,Coal mines,Metals & Mining,Czech Republic,TRUE,U,M,Tykac,Pavel,,1964,5,15
261,"$8,000.00",Finance & Investments,Eric Wittouck,76,Monaco,,Investments,Finance & Investments,Belgium,FALSE,D,M,Wittouck,Eric,,1946,10,1
268,"$7,900.00",Finance & Investments,Orlando Bravo,52,United States,Miami Beach,Private equity,Finance & Investments,United States,TRUE,U,M,Bravo,Orlando,,1970,9,23
268,"$7,900.00",Fashion & Retail,Ding Shizhong,52,China,Quanzhou,Sports apparel,Fashion & Retail,China,TRUE,U,M,Ding,Shizhong,,1970,12,1
268,"$7,900.00",Fashion & Retail,Nancy Walton Laurie,71,United States,Henderson,Walmart,Fashion & Retail,United States,FALSE,D,F,Laurie,Nancy Walton,,1951,5,15
268,"$7,900.00",Technology,Jay Y. Lee,54,South Korea,Seoul,Samsung,Technology,South Korea,FALSE,D,M,Lee,Jay Y.,,1968,6,23
268,"$7,900.00",Finance & Investments,Ramzi Musallam,54,United States,New York,Private equity,Finance & Investments,United States,TRUE,U,M,Musallam,Ramzi,,1968,9,17
268,"$7,900.00",Finance & Investments,David Shaw,72,United States,New York,Hedge funds,Finance & Investments,United States,TRUE,U,M,Shaw,David,Founder,1951,3,29
268,"$7,900.00",Metals & Mining,Andrei Skoch & family,57,Russia,Moscow,Metals and mining,Metals & Mining,Russia,TRUE,U,M,Skoch & family,Andrei,,1966,1,30
268,"$7,900.00",Diversified,Georg Stumpf,50,Austria,Vienna,"Real estate, construction",Diversified,Austria,TRUE,E,M,Stumpf,Georg,,1972,9,14
276,"$7,800.00",Telecom,Rocco Commisso,73,United States,Saddle River,Telecom,Telecom,United States,TRUE,U,M,Commisso,Rocco,,1949,11,25
276,"$7,800.00",Manufacturing,Li Shuirong & family,66,China,Hangzhou,Petrochemicals,Manufacturing,China,TRUE,D,M,Li,Shuirong,,1956,7,1
276,"$7,800.00",Manufacturing,Lin Shu-hong,94,Taiwan,Taipei,Petrochemicals,Manufacturing,Taiwan,TRUE,U,M,Lin,Shu-hong,,1928,8,1
276,"$7,800.00",Technology,Qi Shi & family,53,China,Shanghai,Financial information,Technology,China,TRUE,D,M,Qi,Shi,,1970,1,3
276,"$7,800.00",Manufacturing,Yao Liangsong,58,China,Guangzhou,Furniture,Manufacturing,China,TRUE,D,M,Yao,Liangsong,,1964,8,1
276,"$7,800.00",Fashion & Retail,Zhang Congyuan,75,Taiwan,Taoyuan,Shoes,Fashion & Retail,Taiwan,TRUE,D,M,Zhang,Congyuan,,1948,1,1
282,"$7,700.00",Food & Beverage,Jean-Michel Besnier,55,France,Laval,Cheese,Food & Beverage,France,FALSE,D,M,Besnier,Jean-Michel,,1967,6,5
282,"$7,700.00",Food & Beverage,Marie Besnier Beauvalot,42,France,Laval,Cheese,Food & Beverage,France,FALSE,D,F,Besnier Beauvalot,Marie,,1980,7,30
282,"$7,700.00",Media & Entertainment,David Geffen,80,United States,Beverly Hills,"Movies, record labels",Media & Entertainment,United States,TRUE,D,M,Geffen,David,Cofounder,1943,2,21
282,"$7,700.00",Technology,Robin Li,54,China,Beijing,Internet search,Technology,China,TRUE,U,M,Li,Robin,Founder and CEO,1968,11,17
282,"$7,700.00",Service,Liu Yonghao & family,71,China,Chengdu,Agribusiness,Service,China,TRUE,D,M,Liu,Yonghao,,1951,9,1
282,"$7,700.00",Technology,Henry Samueli,68,United States,Newport Beach,Semiconductors,Technology,United States,TRUE,U,M,Samueli,Henry,"Cofounder, Chief Technology Officer and Chairman",1954,9,20
282,"$7,700.00",Healthcare,Reinhold Schmieding,68,United States,Naples,Medical devices,Healthcare,United States,TRUE,U,M,Schmieding,Reinhold,,1955,1,3
282,"$7,700.00",Real Estate,Ivar Tollefsen,61,Norway,Oslo,Real estate,Real Estate,Norway,TRUE,U,M,Tollefsen,Ivar,,1961,6,23
290,"$7,600.00",Energy,Cao Renxian,54,China,Hefei,Photovoltaic equipment,Energy,China,TRUE,D,M,Cao,Renxian,,1968,7,24
290,"$7,600.00",Healthcare,Hasmukh Chudgar & family,89,India,Ahmedabad,Pharmaceuticals,Healthcare,India,TRUE,U,M,Chudgar,Hasmukh,,1933,9,19
290,"$7,600.00",Manufacturing,Andrew Currie,67,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,TRUE,U,M,Currie,Andrew,,1955,12,4
290,"$7,600.00",Technology,Joe Gebbia,41,United States,Austin,Airbnb,Technology,United States,TRUE,D,M,Gebbia,Joe,Cofounder & Chair of Airbnb.org,1981,8,21
290,"$7,600.00",Real Estate,Philip Ng,64,Singapore,Singapore,Real Estate,Real Estate,Singapore,FALSE,Split Family Fortune,M,Ng,Philip,,1959,1,1
290,"$7,600.00",Manufacturing,John Reece,66,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,TRUE,U,M,Reece,John,,1957,3,7
290,"$7,600.00",Real Estate,Leonard Stern,85,United States,New York,Real estate,Real Estate,United States,FALSE,U,M,Stern,Leonard,Chairman and CEO,1938,3,28
290,"$7,600.00",Technology,Joseph Tsai,59,Hong Kong,Hong Kong,E-commerce,Technology,Canada,TRUE,D,M,Tsai,Joseph,,1964,1,19
290,"$7,600.00",Healthcare,Zhong Huijuan,62,China,Shanghai,Pharmaceuticals,Healthcare,China,TRUE,D,F,Zhong,Huijuan,,1961,1,1
299,"$7,500.00",Sports,Arthur Blank,80,United States,Atlanta,Home Depot,Sports,United States,TRUE,U,M,Blank,Arthur,Chairman,1942,9,27
299,"$7,500.00",Fashion & Retail,Charles Butt,85,United States,San Antonio,Supermarkets,Fashion & Retail,United States,FALSE,R,M,Butt,Charles,,1938,2,3
299,"$7,500.00",Fashion & Retail,Ding Shijia,59,China,Quanzhou,Sports apparel,Fashion & Retail,China,TRUE,D,M,Ding,Shijia,,1964,1,1
299,"$7,500.00",Finance & Investments,"Paul Tudor Jones, II.",68,United States,Palm Beach,Hedge funds,Finance & Investments,United States,TRUE,U,M,Jones,Paul Tudor,Founder,1954,9,28
299,"$7,500.00",Finance & Investments,Henry Kravis,79,United States,New York,Private equity,Finance & Investments,United States,TRUE,D,M,Kravis,Henry,Co-Chair and Co-CEO,1944,1,6
299,"$7,500.00",Food & Beverage,Zhang Yong,52,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,TRUE,U,M,Zhang,Yong,,1970,7,1
